-179_-59 -8.459 -11.513 -7.391 
-179_-57 -8.459 -11.513 -7.391 
-179_-55 -8.459 -11.513 -7.391 
-179_-53 -8.459 -11.513 -7.391 
-179_-51 -8.459 -11.513 -7.391 
-179_-49 -8.459 -11.513 -7.391 
-179_-47 -8.459 -11.513 -7.391 
-179_-45 -8.459 -11.513 -7.391 
-179_-43 -8.459 -11.513 -7.391 
-179_-41 -8.459 -11.513 -7.391 
-179_-39 -8.459 -11.513 -7.391 
-179_-37 -8.459 -11.513 -7.391 
-179_-35 -8.642 -11.513 -7.391 
-179_-33 -8.642 -11.513 -7.391 
-179_-31 -8.642 -11.513 -7.391 
-179_-29 -8.642 -11.513 -7.391 
-179_-27 -8.865 -11.513 -7.391 
-179_-25 -8.865 -11.513 -7.391 
-179_-23 -9.153 -11.513 -7.391 
-179_-21 -9.558 -11.513 -7.391 
-179_-19 -9.558 -11.513 -7.391 
-179_-17 -9.558 -11.513 -7.391 
-179_-15 -9.558 -11.513 -7.391 
-179_-13 -9.558 -11.513 -7.391 
-179_-11 -9.558 -11.513 -7.391 
-179_-9 -9.153 -11.513 -7.391 
-179_-7 -8.865 -11.513 -7.391 
-179_-5 -8.642 -11.513 -6.881 
-179_-3 -8.642 -11.513 -6.881 
-179_-1 -8.642 -11.513 -6.881 
-179_1 -8.459 -11.513 -6.881 
-179_3 -8.459 -11.513 -6.881 
-179_5 -8.305 -11.513 -6.881 
-179_7 -8.305 -11.513 -6.881 
-179_9 -8.172 -11.513 -7.391 
-179_11 -8.305 -11.513 -7.391 
-179_13 -8.459 -11.513 -7.391 
-179_15 -8.459 -11.513 -7.391 
-179_17 -8.642 -11.513 -7.391 
-179_19 -8.642 -11.513 -7.391 
-179_21 -8.642 -11.513 -7.391 
-179_23 -8.865 -11.513 -7.391 
-179_25 -8.865 -11.513 -7.391 
-179_27 -8.865 -11.513 -7.391 
-179_29 -8.865 -11.513 -7.391 
-179_31 -8.865 -11.513 -7.391 
-179_33 -8.865 -11.513 -7.391 
-179_35 -8.642 -7.790 -7.391 
-179_37 -8.642 -7.790 -7.391 
-179_39 -8.459 -7.790 -7.391 
-179_41 -8.172 -7.790 -7.391 
-179_43 -8.172 -7.790 -7.391 
-179_45 -7.949 -7.790 -7.391 
-179_47 -7.853 -7.790 -7.391 
-179_49 -7.766 -7.790 -7.391 
-179_51 -7.766 -7.790 -7.391 
-179_53 -7.766 -7.790 -7.391 
-179_55 -7.766 -7.790 -7.391 
-179_57 -7.543 -7.790 -7.391 
-179_59 -7.543 -7.790 -7.391 
-179_61 -7.479 -7.790 -7.391 
-179_63 -7.418 -7.790 -7.391 
-179_65 -7.361 -7.790 -7.391 
-179_67 -7.307 -7.790 -7.391 
-179_69 -7.307 -7.790 -7.391 
-179_71 -7.307 -7.790 -7.391 
-179_73 -7.307 -7.790 -7.391 
-179_75 -7.307 -7.790 -7.391 
-179_77 -7.307 -7.790 -7.391 
-179_79 -7.207 -7.790 -7.391 
-179_81 -7.160 -7.790 -7.391 
-179_83 -7.116 -7.790 -7.391 
-179_85 -7.116 -7.097 -7.391 
-179_87 -7.116 -6.404 -7.391 
-179_89 -7.116 -6.404 -6.698 
-179_91 -7.116 -6.180 -6.544 
-179_93 -7.032 -5.844 -6.544 
-179_95 -7.032 -5.844 -6.411 
-179_97 -6.993 -5.710 -6.293 
-179_99 -6.919 -5.487 -6.187 
-179_101 -6.919 -5.305 -5.925 
-179_103 -6.850 -5.305 -5.925 
-179_105 -6.785 -5.082 -5.851 
-179_107 -6.668 -4.957 -5.782 
-179_109 -6.562 -4.957 -5.494 
-179_111 -6.467 -4.957 -5.494 
-179_113 -6.281 -4.845 -5.446 
-179_115 -6.124 -4.794 -5.271 
-179_117 -5.920 -4.612 -5.271 
-179_119 -5.857 -4.571 -5.158 
-179_121 -5.740 -4.532 -4.935 
-179_123 -5.524 -4.494 -4.852 
-179_125 -5.391 -4.293 -4.706 
-179_127 -5.295 -4.179 -4.598 
-179_129 -5.139 -4.052 -4.379 
-179_131 -5.004 -3.919 -4.146 
-179_133 -4.881 -3.878 -4.013 
-179_135 -4.758 -3.801 -3.905 
-179_137 -4.606 -3.765 -3.790 
-179_139 -4.531 -3.631 -3.615 
-179_141 -4.483 -3.324 -3.466 
-179_143 -4.440 -3.099 -3.286 
-179_145 -4.390 -2.970 -3.182 
-179_147 -4.330 -2.870 -3.056 
-179_149 -4.260 -2.766 -2.933 
-179_151 -4.192 -2.666 -2.841 
-179_153 -4.124 -2.608 -2.747 
-179_155 -4.031 -2.543 -2.664 
-179_157 -3.939 -2.492 -2.542 
-179_159 -3.851 -2.462 -2.392 
-179_161 -3.768 -2.457 -2.279 
-179_163 -3.680 -2.487 -2.155 
-179_165 -3.583 -2.532 -2.035 
-179_167 -3.515 -2.580 -1.908 
-179_169 -3.476 -2.642 -1.826 
-179_171 -3.482 -2.702 -1.776 
-179_173 -3.549 -2.806 -1.720 
-179_175 -3.657 -2.877 -1.684 
-179_177 -3.787 -2.970 -1.654 
-179_179 -3.950 -3.099 -1.636 
-177_-179 -3.849 -3.089 -1.644 
-177_-177 -4.065 -3.290 -1.661 
-177_-175 -4.327 -3.696 -1.687 
-177_-173 -4.537 -3.801 -1.723 
-177_-171 -4.844 -3.919 -1.781 
-177_-169 -5.042 -4.179 -1.833 
-177_-167 -5.234 -4.571 -1.914 
-177_-165 -5.423 -4.957 -2.046 
-177_-163 -5.656 -5.305 -2.173 
-177_-161 -5.907 -5.998 -2.285 
-177_-159 -6.262 -6.404 -2.406 
-177_-157 -6.640 -7.790 -2.550 
-177_-155 -6.850 -7.790 -2.670 
-177_-153 -7.116 -7.790 -2.753 
-177_-151 -7.307 -7.790 -2.852 
-177_-149 -7.766 -7.790 -2.953 
-177_-147 -7.949 -7.790 -3.061 
-177_-145 -8.459 -11.513 -3.197 
-177_-143 -8.865 -11.513 -3.331 
-177_-141 -9.558 -11.513 -3.506 
-177_-139 -10.251 -11.513 -3.646 
-177_-137 -11.513 -11.513 -3.799 
-177_-135 -11.513 -11.513 -3.915 
-177_-133 -11.513 -11.513 -4.013 
-177_-131 -11.513 -11.513 -4.146 
-177_-129 -11.513 -11.513 -4.331 
-177_-127 -11.513 -11.513 -4.558 
-177_-125 -11.513 -11.513 -4.619 
-177_-123 -11.513 -11.513 -4.826 
-177_-121 -11.513 -11.513 -4.935 
-177_-119 -11.513 -11.513 -5.056 
-177_-117 -11.513 -11.513 -5.271 
-177_-115 -11.513 -11.513 -5.271 
-177_-113 -11.513 -11.513 -5.312 
-177_-111 -10.251 -11.513 -5.494 
-177_-109 -10.251 -11.513 -5.494 
-177_-107 -10.251 -11.513 -5.494 
-177_-105 -10.251 -11.513 -5.782 
-177_-103 -9.558 -11.513 -5.851 
-177_-101 -9.558 -11.513 -5.925 
-177_-99 -9.558 -11.513 -5.925 
-177_-97 -9.153 -11.513 -6.187 
-177_-95 -8.865 -11.513 -6.293 
-177_-93 -8.642 -11.513 -6.293 
-177_-91 -8.642 -11.513 -6.544 
-177_-89 -8.459 -11.513 -6.544 
-177_-87 -8.305 -11.513 -6.698 
-177_-85 -8.172 -11.513 -6.881 
-177_-83 -8.172 -11.513 -7.391 
-177_-81 -8.054 -11.513 -7.391 
-177_-79 -7.949 -11.513 -7.391 
-177_-77 -7.949 -11.513 -7.391 
-177_-75 -7.853 -11.513 -7.391 
-177_-73 -7.853 -11.513 -7.391 
-177_-71 -7.949 -11.513 -7.391 
-177_-69 -7.949 -11.513 -7.391 
-177_-67 -7.949 -11.513 -7.391 
-177_-65 -8.172 -11.513 -7.391 
-177_-63 -8.172 -11.513 -7.391 
-177_-61 -8.172 -11.513 -7.391 
-177_-59 -8.172 -11.513 -7.391 
-177_-57 -8.172 -11.513 -7.391 
-177_-55 -8.172 -11.513 -7.391 
-177_-53 -8.172 -11.513 -7.797 
-177_-51 -8.172 -11.513 -7.797 
-177_-49 -8.172 -11.513 -7.797 
-177_-47 -8.172 -11.513 -7.797 
-177_-45 -8.172 -11.513 -7.797 
-177_-43 -8.172 -11.513 -7.797 
-177_-41 -8.172 -11.513 -7.797 
-177_-39 -8.172 -11.513 -7.797 
-177_-37 -8.172 -11.513 -7.797 
-177_-35 -8.172 -11.513 -7.797 
-177_-33 -8.305 -11.513 -7.797 
-177_-31 -8.459 -11.513 -7.797 
-177_-29 -8.459 -11.513 -7.391 
-177_-27 -8.642 -11.513 -7.391 
-177_-25 -8.642 -11.513 -7.391 
-177_-23 -8.642 -11.513 -7.391 
-177_-21 -8.865 -11.513 -7.391 
-177_-19 -8.865 -11.513 -7.391 
-177_-17 -8.865 -11.513 -7.391 
-177_-15 -8.865 -11.513 -7.391 
-177_-13 -8.865 -11.513 -7.391 
-177_-11 -8.865 -11.513 -7.391 
-177_-9 -8.642 -11.513 -7.391 
-177_-7 -8.642 -11.513 -7.104 
-177_-5 -8.459 -11.513 -6.881 
-177_-3 -8.459 -11.513 -6.698 
-177_-1 -8.172 -11.513 -6.698 
-177_1 -8.172 -11.513 -6.698 
-177_3 -8.172 -11.513 -6.698 
-177_5 -8.172 -11.513 -6.698 
-177_7 -8.054 -11.513 -6.698 
-177_9 -7.949 -11.513 -6.881 
-177_11 -7.949 -11.513 -6.881 
-177_13 -8.054 -11.513 -6.881 
-177_15 -8.172 -11.513 -7.391 
-177_17 -8.172 -11.513 -7.391 
-177_19 -8.172 -11.513 -7.391 
-177_21 -8.305 -11.513 -7.391 
-177_23 -8.459 -11.513 -7.391 
-177_25 -8.459 -11.513 -7.391 
-177_27 -8.642 -11.513 -7.391 
-177_29 -8.642 -7.790 -7.391 
-177_31 -8.459 -7.790 -7.391 
-177_33 -8.459 -7.790 -7.391 
-177_35 -8.172 -7.790 -7.391 
-177_37 -8.172 -7.790 -7.391 
-177_39 -7.949 -7.790 -7.391 
-177_41 -7.766 -7.790 -7.391 
-177_43 -7.766 -7.790 -7.391 
-177_45 -7.766 -7.790 -7.391 
-177_47 -7.543 -7.790 -7.391 
-177_49 -7.479 -7.790 -7.391 
-177_51 -7.418 -7.790 -7.391 
-177_53 -7.361 -7.790 -7.391 
-177_55 -7.307 -7.790 -7.391 
-177_57 -7.307 -7.790 -7.391 
-177_59 -7.207 -7.790 -7.391 
-177_61 -7.160 -7.790 -7.391 
-177_63 -7.116 -7.790 -7.391 
-177_65 -7.116 -7.790 -7.391 
-177_67 -7.116 -7.790 -7.391 
-177_69 -7.116 -7.790 -7.391 
-177_71 -7.116 -7.790 -7.391 
-177_73 -7.116 -7.790 -7.391 
-177_75 -7.116 -7.790 -7.391 
-177_77 -7.116 -7.790 -7.391 
-177_79 -7.116 -7.097 -7.391 
-177_81 -7.032 -6.404 -7.391 
-177_83 -6.993 -6.404 -7.391 
-177_85 -6.919 -5.998 -7.391 
-177_87 -6.850 -5.844 -7.391 
-177_89 -6.850 -5.844 -7.391 
-177_91 -6.785 -5.487 -6.698 
-177_93 -6.755 -5.392 -6.544 
-177_95 -6.725 -5.305 -6.544 
-177_97 -6.640 -5.151 -6.411 
-177_99 -6.538 -5.017 -6.293 
-177_101 -6.445 -4.957 -6.187 
-177_103 -6.281 -4.957 -5.925 
-177_105 -6.003 -4.899 -5.925 
-177_107 -5.907 -4.845 -5.851 
-177_109 -5.857 -4.794 -5.600 
-177_111 -5.785 -4.654 -5.494 
-177_113 -5.616 -4.612 -5.494 
-177_115 -5.515 -4.532 -5.312 
-177_117 -5.439 -4.494 -5.271 
-177_119 -5.353 -4.356 -5.232 
-177_121 -5.302 -4.235 -4.964 
-177_123 -5.208 -4.126 -4.879 
-177_125 -5.104 -4.006 -4.729 
-177_127 -4.988 -3.919 -4.598 
-177_129 -4.835 -3.858 -4.396 
-177_131 -4.624 -3.801 -4.146 
-177_133 -4.495 -3.765 -4.001 
-177_135 -4.388 -3.679 -3.905 
-177_137 -4.295 -3.347 -3.763 
-177_139 -4.225 -3.117 -3.592 
-177_141 -4.158 -2.970 -3.421 
-177_143 -4.094 -2.855 -3.264 
-177_145 -4.035 -2.759 -3.157 
-177_147 -3.976 -2.637 -3.039 
-177_149 -3.907 -2.522 -2.926 
-177_151 -3.844 -2.405 -2.831 
-177_153 -3.782 -2.318 -2.741 
-177_155 -3.694 -2.256 -2.658 
-177_157 -3.588 -2.206 -2.539 
-177_159 -3.470 -2.180 -2.379 
-177_161 -3.339 -2.188 -2.269 
-177_163 -3.223 -2.214 -2.151 
-177_165 -3.144 -2.268 -2.032 
-177_167 -3.080 -2.339 -1.908 
-177_169 -3.049 -2.415 -1.826 
-177_171 -3.063 -2.532 -1.780 
-177_173 -3.115 -2.637 -1.723 
-177_175 -3.217 -2.740 -1.687 
-177_177 -3.399 -2.827 -1.661 
-177_179 -3.628 -2.930 -1.644 
-175_-179 -3.526 -2.938 -1.655 
-175_-177 -3.793 -3.099 -1.670 
-175_-175 -3.999 -3.347 -1.691 
-175_-173 -4.230 -3.729 -1.728 
-175_-171 -4.422 -3.801 -1.783 
-175_-169 -4.624 -4.006 -1.845 
-175_-167 -4.904 -4.389 -1.924 
-175_-165 -5.086 -4.699 -2.054 
-175_-163 -5.302 -4.957 -2.173 
-175_-161 -5.472 -5.710 -2.285 
-175_-159 -5.809 -6.180 -2.408 
-175_-157 -5.975 -6.691 -2.550 
-175_-155 -6.538 -7.790 -2.667 
-175_-153 -6.850 -7.790 -2.753 
-175_-151 -7.116 -7.790 -2.852 
-175_-149 -7.307 -7.790 -2.949 
-175_-147 -7.543 -7.790 -3.061 
-175_-145 -7.949 -7.790 -3.197 
-175_-143 -8.305 -11.513 -3.331 
-175_-141 -8.642 -11.513 -3.500 
-175_-139 -9.558 -11.513 -3.638 
-175_-137 -10.251 -11.513 -3.799 
-175_-135 -10.251 -11.513 -3.905 
-175_-133 -11.513 -11.513 -4.001 
-175_-131 -11.513 -11.513 -4.133 
-175_-129 -11.513 -11.513 -4.316 
-175_-127 -11.513 -11.513 -4.501 
-175_-125 -11.513 -11.513 -4.619 
-175_-123 -11.513 -11.513 -4.801 
-175_-121 -11.513 -11.513 -4.935 
-175_-119 -11.513 -11.513 -5.056 
-175_-117 -10.251 -7.790 -5.271 
-175_-115 -10.251 -7.790 -5.271 
-175_-113 -10.251 -7.790 -5.312 
-175_-111 -9.558 -7.790 -5.446 
-175_-109 -9.558 -7.790 -5.494 
-175_-107 -9.558 -7.790 -5.494 
-175_-105 -9.558 -7.790 -5.657 
-175_-103 -9.558 -7.790 -5.851 
-175_-101 -9.153 -11.513 -5.851 
-175_-99 -8.865 -11.513 -5.925 
-175_-97 -8.642 -11.513 -5.925 
-175_-95 -8.642 -11.513 -6.187 
-175_-93 -8.459 -11.513 -6.293 
-175_-91 -8.305 -11.513 -6.411 
-175_-89 -8.172 -11.513 -6.544 
-175_-87 -8.172 -11.513 -6.544 
-175_-85 -7.949 -11.513 -6.698 
-175_-83 -7.766 -11.513 -7.391 
-175_-81 -7.766 -11.513 -7.391 
-175_-79 -7.766 -11.513 -7.391 
-175_-77 -7.766 -11.513 -7.391 
-175_-75 -7.766 -11.513 -7.391 
-175_-73 -7.766 -11.513 -7.391 
-175_-71 -7.766 -11.513 -7.391 
-175_-69 -7.766 -11.513 -7.391 
-175_-67 -7.766 -11.513 -7.391 
-175_-65 -7.766 -11.513 -7.391 
-175_-63 -7.853 -11.513 -7.391 
-175_-61 -7.949 -11.513 -7.797 
-175_-59 -7.949 -11.513 -7.797 
-175_-57 -8.172 -11.513 -7.797 
-175_-55 -8.172 -11.513 -7.797 
-175_-53 -8.172 -11.513 -7.797 
-175_-51 -8.172 -11.513 -8.490 
-175_-49 -8.172 -11.513 -8.490 
-175_-47 -8.172 -11.513 -11.513 
-175_-45 -8.054 -11.513 -11.513 
-175_-43 -7.949 -11.513 -11.513 
-175_-41 -7.949 -11.513 -8.490 
-175_-39 -7.949 -11.513 -8.490 
-175_-37 -7.949 -11.513 -8.490 
-175_-35 -7.949 -11.513 -7.797 
-175_-33 -8.172 -11.513 -7.797 
-175_-31 -8.172 -11.513 -7.797 
-175_-29 -8.172 -11.513 -7.797 
-175_-27 -8.172 -11.513 -7.391 
-175_-25 -8.459 -11.513 -7.391 
-175_-23 -8.459 -11.513 -7.391 
-175_-21 -8.642 -11.513 -7.391 
-175_-19 -8.642 -11.513 -7.391 
-175_-17 -8.642 -11.513 -7.391 
-175_-15 -8.642 -11.513 -7.391 
-175_-13 -8.642 -11.513 -7.391 
-175_-11 -8.459 -11.513 -7.391 
-175_-9 -8.459 -11.513 -6.881 
-175_-7 -8.172 -11.513 -6.881 
-175_-5 -8.172 -11.513 -6.698 
-175_-3 -8.172 -11.513 -6.698 
-175_-1 -7.949 -11.513 -6.544 
-175_1 -7.853 -11.513 -6.544 
-175_3 -7.766 -11.513 -6.544 
-175_5 -7.766 -11.513 -6.544 
-175_7 -7.766 -11.513 -6.544 
-175_9 -7.766 -11.513 -6.544 
-175_11 -7.766 -11.513 -6.544 
-175_13 -7.766 -11.513 -6.544 
-175_15 -7.766 -11.513 -6.544 
-175_17 -7.766 -11.513 -6.544 
-175_19 -7.766 -11.513 -6.698 
-175_21 -7.766 -11.513 -6.698 
-175_23 -7.949 -7.790 -6.698 
-175_25 -7.949 -7.790 -6.698 
-175_27 -8.172 -7.790 -6.698 
-175_29 -8.172 -7.790 -6.698 
-175_31 -8.172 -7.790 -6.698 
-175_33 -7.949 -7.790 -6.698 
-175_35 -7.766 -7.790 -6.698 
-175_37 -7.766 -7.790 -6.698 
-175_39 -7.686 -7.097 -6.698 
-175_41 -7.479 -6.691 -6.698 
-175_43 -7.361 -6.404 -6.698 
-175_45 -7.307 -6.404 -6.698 
-175_47 -7.307 -6.404 -6.698 
-175_49 -7.307 -6.404 -6.698 
-175_51 -7.160 -6.404 -6.698 
-175_53 -7.116 -6.404 -6.698 
-175_55 -7.116 -6.691 -6.698 
-175_57 -7.116 -6.691 -6.881 
-175_59 -7.116 -7.097 -6.881 
-175_61 -7.032 -7.097 -7.391 
-175_63 -6.993 -7.790 -7.391 
-175_65 -6.919 -7.790 -7.391 
-175_67 -6.919 -7.790 -7.391 
-175_69 -6.850 -7.790 -7.391 
-175_71 -6.850 -7.790 -7.391 
-175_73 -6.850 -7.097 -7.391 
-175_75 -6.850 -6.691 -7.391 
-175_77 -6.850 -6.404 -7.391 
-175_79 -6.785 -6.180 -7.391 
-175_81 -6.725 -5.998 -7.391 
-175_83 -6.668 -5.844 -7.391 
-175_85 -6.640 -5.710 -7.391 
-175_87 -6.562 -5.392 -7.391 
-175_89 -6.538 -5.305 -7.391 
-175_91 -6.445 -5.082 -7.391 
-175_93 -6.380 -4.957 -6.698 
-175_95 -6.262 -4.957 -6.544 
-175_97 -5.975 -4.899 -6.544 
-175_99 -5.907 -4.845 -6.293 
-175_101 -5.832 -4.794 -6.293 
-175_103 -5.626 -4.699 -6.187 
-175_105 -5.498 -4.612 -5.925 
-175_107 -5.399 -4.571 -5.851 
-175_109 -5.317 -4.532 -5.782 
-175_111 -5.261 -4.494 -5.494 
-175_113 -5.189 -4.389 -5.494 
-175_115 -5.139 -4.264 -5.399 
-175_117 -5.075 -4.179 -5.271 
-175_119 -5.015 -4.076 -5.271 
-175_121 -4.978 -3.983 -5.056 
-175_123 -4.904 -3.919 -4.907 
-175_125 -4.796 -3.858 -4.752 
-175_127 -4.592 -3.801 -4.598 
-175_129 -4.443 -3.765 -4.412 
-175_131 -4.306 -3.712 -4.146 
-175_133 -4.185 -3.486 -4.001 
-175_135 -4.065 -3.185 -3.895 
-175_137 -3.988 -3.011 -3.728 
-175_139 -3.914 -2.885 -3.548 
-175_141 -3.858 -2.766 -3.409 
-175_143 -3.802 -2.642 -3.248 
-175_145 -3.725 -2.507 -3.129 
-175_147 -3.666 -2.383 -3.014 
-175_149 -3.567 -2.253 -2.918 
-175_151 -3.464 -2.110 -2.824 
-175_153 -3.339 -2.015 -2.731 
-175_155 -3.222 -1.923 -2.641 
-175_157 -3.123 -1.868 -2.521 
-175_159 -3.032 -1.844 -2.370 
-175_161 -2.949 -1.863 -2.265 
-175_163 -2.885 -1.909 -2.151 
-175_165 -2.805 -1.991 -2.032 
-175_167 -2.753 -2.076 -1.909 
-175_169 -2.736 -2.206 -1.837 
-175_171 -2.750 -2.322 -1.782 
-175_173 -2.808 -2.433 -1.726 
-175_175 -2.903 -2.580 -1.691 
-175_177 -3.024 -2.678 -1.669 
-175_179 -3.222 -2.827 -1.654 
-173_-179 -3.167 -2.841 -1.669 
-173_-177 -3.480 -2.970 -1.684 
-173_-175 -3.756 -3.175 -1.700 
-173_-173 -3.943 -3.615 -1.739 
-173_-171 -4.142 -3.783 -1.792 
-173_-169 -4.319 -3.878 -1.849 
-173_-167 -4.499 -4.179 -1.925 
-173_-165 -4.792 -4.571 -2.055 
-173_-163 -4.999 -4.899 -2.173 
-173_-161 -5.176 -5.305 -2.285 
-173_-159 -5.384 -5.844 -2.410 
-173_-157 -5.708 -6.404 -2.550 
-173_-155 -5.947 -7.097 -2.667 
-173_-153 -6.445 -7.790 -2.747 
-173_-151 -6.785 -7.790 -2.845 
-173_-149 -7.116 -7.790 -2.945 
-173_-147 -7.307 -7.790 -3.061 
-173_-145 -7.543 -7.790 -3.197 
-173_-143 -7.853 -7.790 -3.308 
-173_-141 -8.305 -7.790 -3.486 
-173_-139 -8.642 -11.513 -3.622 
-173_-137 -9.558 -11.513 -3.763 
-173_-135 -9.558 -11.513 -3.895 
-173_-133 -10.251 -11.513 -3.990 
-173_-131 -10.251 -11.513 -4.121 
-173_-129 -11.513 -11.513 -4.271 
-173_-127 -11.513 -11.513 -4.483 
-173_-125 -11.513 -7.790 -4.598 
-173_-123 -11.513 -7.790 -4.776 
-173_-121 -10.251 -7.790 -4.935 
-173_-119 -10.251 -7.790 -5.056 
-173_-117 -10.251 -7.790 -5.232 
-173_-115 -9.558 -7.790 -5.271 
-173_-113 -9.558 -7.790 -5.271 
-173_-111 -9.558 -7.790 -5.446 
-173_-109 -9.153 -7.790 -5.494 
-173_-107 -9.153 -7.790 -5.494 
-173_-105 -8.865 -7.790 -5.600 
-173_-103 -8.865 -7.790 -5.782 
-173_-101 -8.642 -7.790 -5.851 
-173_-99 -8.642 -7.790 -5.925 
-173_-97 -8.459 -7.790 -5.925 
-173_-95 -8.305 -11.513 -6.187 
-173_-93 -8.172 -11.513 -6.187 
-173_-91 -8.054 -11.513 -6.293 
-173_-89 -7.853 -11.513 -6.544 
-173_-87 -7.766 -11.513 -6.544 
-173_-85 -7.766 -11.513 -6.698 
-173_-83 -7.686 -11.513 -6.881 
-173_-81 -7.543 -11.513 -7.391 
-173_-79 -7.479 -11.513 -7.391 
-173_-77 -7.479 -11.513 -7.391 
-173_-75 -7.479 -11.513 -7.391 
-173_-73 -7.479 -11.513 -7.391 
-173_-71 -7.479 -11.513 -7.391 
-173_-69 -7.543 -11.513 -7.391 
-173_-67 -7.543 -11.513 -7.391 
-173_-65 -7.766 -11.513 -7.797 
-173_-63 -7.766 -11.513 -7.797 
-173_-61 -7.766 -11.513 -7.797 
-173_-59 -7.766 -11.513 -7.797 
-173_-57 -7.766 -11.513 -11.513 
-173_-55 -7.853 -11.513 -11.513 
-173_-53 -7.949 -11.513 -11.513 
-173_-51 -7.949 -11.513 -11.513 
-173_-49 -7.949 -11.513 -11.513 
-173_-47 -7.853 -11.513 -11.513 
-173_-45 -7.766 -11.513 -11.513 
-173_-43 -7.766 -11.513 -11.513 
-173_-41 -7.766 -11.513 -11.513 
-173_-39 -7.766 -11.513 -11.513 
-173_-37 -7.766 -11.513 -11.513 
-173_-35 -7.766 -11.513 -11.513 
-173_-33 -7.766 -11.513 -8.490 
-173_-31 -7.766 -11.513 -7.797 
-173_-29 -7.853 -11.513 -7.797 
-173_-27 -7.949 -11.513 -7.391 
-173_-25 -8.054 -11.513 -7.391 
-173_-23 -8.172 -11.513 -7.391 
-173_-21 -8.172 -11.513 -7.391 
-173_-19 -8.172 -11.513 -7.391 
-173_-17 -8.172 -11.513 -7.391 
-173_-15 -8.172 -11.513 -7.391 
-173_-13 -8.172 -11.513 -7.391 
-173_-11 -8.172 -11.513 -6.881 
-173_-9 -8.172 -11.513 -6.698 
-173_-7 -7.949 -11.513 -6.544 
-173_-5 -7.766 -11.513 -6.544 
-173_-3 -7.766 -11.513 -6.544 
-173_-1 -7.766 -11.513 -6.544 
-173_1 -7.686 -11.513 -6.544 
-173_3 -7.543 -11.513 -6.544 
-173_5 -7.479 -11.513 -6.544 
-173_7 -7.418 -11.513 -6.544 
-173_9 -7.361 -11.513 -6.544 
-173_11 -7.307 -11.513 -6.544 
-173_13 -7.307 -11.513 -6.544 
-173_15 -7.307 -11.513 -6.544 
-173_17 -7.361 -7.790 -6.411 
-173_19 -7.418 -7.790 -6.411 
-173_21 -7.479 -7.790 -6.411 
-173_23 -7.543 -7.790 -6.544 
-173_25 -7.686 -7.790 -6.544 
-173_27 -7.766 -7.790 -6.544 
-173_29 -7.766 -7.790 -6.544 
-173_31 -7.686 -7.097 -6.411 
-173_33 -7.543 -6.691 -6.411 
-173_35 -7.479 -6.404 -6.411 
-173_37 -7.307 -6.180 -6.411 
